Feature,Mean_Abs_SHAP
speed,3.0435812940441065
altitude,2.9895542584060633
payload,1.0694648802855762
distance,0.14815317448595203
cloud_cover,0.05743013063234443
relative_wind_angle,0.05726046909915883
pressure,0.05689319782045738
wind_speed,0.05182228124809791
humidity,0.02542137837975708
temperature,0.025331010462281187
wind_gust,0.021938725640590528
wind_dir,0.010572547497476999
